episode,step,agent_id,cbf_value,margin_violation,grad_x,grad_y,grad_vx,grad_vy,drift_term,control_coeff_x,control_coeff_y
1,0,0,0.9182367920875549,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,2,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,3,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,4,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,5,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,6,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,7,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,8,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,9,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,10,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,11,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0,0.926559567451477,False,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1,1,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,0.0,False,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1,1,3,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,5,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,6,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,7,0.0,False,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1,1,8,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,9,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,10,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,11,0.0,False,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1,2,0,0.9395812749862671,False,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1,2,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,2,0.0,False,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1,2,3,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,4,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,5,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,6,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,7,0.0,False,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1,2,8,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,9,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,10,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,11,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,0,0.9487707614898682,False,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1,3,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,2,0.0,False,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1,3,3,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,4,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,5,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,6,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,7,0.0,False,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1,3,8,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,9,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,10,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,11,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,0,0.9515462517738342,False,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1,4,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,2,0.0,False,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1,4,3,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,4,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,5,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,6,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,7,0.0,False,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1,4,8,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,9,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,10,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,11,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,0,0.9525619149208069,False,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1,5,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2,0.0,False,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1,5,3,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,4,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,5,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,6,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,7,0.0,False,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1,5,8,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,9,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,10,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,11,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,0,0.951499879360199,False,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1,6,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,2,0.0,False,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1,6,3,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,4,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,5,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,6,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,7,0.0,False,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1,6,8,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,9,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,10,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,11,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,0,0.9496006965637207,False,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1,7,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,2,0.0,False,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1,7,3,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,4,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,5,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,6,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,7,0.0,False,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1,7,8,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,9,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,10,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,11,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,0,0.9472261667251587,False,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1,8,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,2,0.0,False,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1,8,3,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,4,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,5,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,6,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,7,0.0,False,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1,8,8,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,9,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,10,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,11,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9,0,0.9442262649536133,False,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1,9,1,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9,2,0.0,False,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1,9,3,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9,4,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9,5,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9,6,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9,7,0.0,False,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
1,9,8,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9,9,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9,10,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9,11,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
